,id,hd_nr,origo,origo_clean,pleiades_id,pleiades_title_list,pleiades_Latitude,pleiades_Longitude,pleiades_title,MachineGeocoded,PossiblePlacename1,Note,Source,Lat1,Long1,Certainty,SourceURL(e.g. Pleiades id number or URL),PossiblePlace2,Note,Lat2,Long2,Link_or_Ref
7931,HD003652/1,HD003652,Cluniensis*,Cluniensis,187350,,47.260687,9.617966,Clunia,,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
7941,HD003658/1,HD003658,Augusta* Bagiennorum*,Augusta Bagiennorum,383578,['Augusta Bagiennorum'],44.55667609,7.850340519,Augusta Bagiennorum,Y,,,Pleiades,,,certain,,,,,,
7952,HD003665/1,HD003665,domo* Nemauso,Nemauso,148142,,43.84314979,4.354175571,Nemausus,,,,Pleiades,,,certain,,,,,,
7953,HD003667/1,HD003667,Caesaraugustanus,Caesaraugustanus,246344,,41.6541855,-0.8772685,Col. Caesaraugusta,,,,Pleiades,,,certain,,,,,,
8019,HD003697/2,HD003697,Vianna (= Vienna),Vienna,128537,,48.211345,16.373946,Vindobona,,Col. Vienna,,Pleiades,45.5245105,4.875982,uncertain (another good variant exists),https://pleiades.stoa.org/places/167719,,,,,
8025,HD003700/1,HD003700,Foro Iuli,Foro Iuli,157836,,43.4328295,6.7360345,Col. Forum Iulii,,Forum Iulii,,Pleiades,46.091866,13.4333385,uncertain (another good variant exists),https://pleiades.stoa.org/places/187386,Iliturgi,,37.968343,-3.80883,https://pleiades.stoa.org/places/265924
8030,HD003703/1,HD003703,domo Mutina,Mutina,383715,['Mutina'],44.647057,10.925223,Mutina,Y,,,Pleiades,,,certain,,,,,,
8037,HD003709/1,HD003709,[---]stia?,[---]stia,,,,,,,,Adela Review,,,,,,,,,,
8149,HD003756/1,HD003756,Taporus+?,Taporus,236677,,40.31961305,-7.447971525,Tapori,,,,Pleiades,,,certain,,,,,,
8169,HD003765/1,HD003765,e municipio+ Sulmone,e municipio Sulmone,433134,,42.046817,13.925673,Sulmo,,,,Pleiades,,,certain,,,,,,
8209,HD003789/1,HD003789,Florentia,Florentia,413138,['Florentia'],43.768755,11.256929,Florentia,Y,,,Pleiades,,,certain,,,,,,
8619,HD004023/1,HD004023,Septempedanus*,Septempedanus,413314,,43.229281,13.181319,Septempeda,,,,Pleiades,,,certain,,,,,,
8700,HD004070/1,HD004070,Taporus+,Taporus,236677,,40.31961305,-7.447971525,Tapori,,,,Pleiades,,,certain,,,,,,
8707,HD004073/1,HD004073,Taporus*,Taporus,236677,,40.31961305,-7.447971525,Tapori,,,,Pleiades,,,certain,,,,,,
8718,HD004082/1,HD004082,Soliensis*,Soliensis,256456,,38.475076,-4.679484,Solia,,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
8753,HD004104/1,HD004104,Aurgitanus,Aurgitanus,265810,,37.791929,-3.808119,Aurgi/Orongis,,,,Pleiades,,,certain,,,,,,
8842,HD004150/1,HD004150,Italicus natione+,Italicus,1052,,43.6941505,11.0949512,Italia,,,,Pleiades,,,certain,,,,,,
8843,HD004151/1,HD004151,Alabensis,Alabensis,265787,,39.128726,-3.088457,Alaba,,Ab(ou)la/Al(a)ba,,Pleiades,37.141162,-2.78011,uncertain (another good variant exists),265763,Alaba,,,,50594
8885,HD004176/1,HD004176,Segobrigensis*,Segobrigensis,266036,,39.885321,-2.81302,Segobriga,,,,Pleiades,,,certain,,,,,,
8888,HD004179/1,HD004179,Mellariensis*,Mellariensis,256293,,36.066459,-5.683253,Mellaria,,Mellaria,,Pleiades,38.2945642,-5.3399481,uncertain (another good variant exists),https://pleiades.stoa.org/places/256292,,,,,
8891,HD004182/1,HD004182,Mellariensis*,Mellariensis,256293,,36.066459,-5.683253,Mellaria,,Mellaria,,Pleiades,38.2945642,-5.3399481,uncertain (another good variant exists),https://pleiades.stoa.org/places/256292,,,,,
8898,HD004186/1,HD004186,[---]ensis,[---]ensis,,,,,,,,Adela Review,,,,,,,,,,
8980,HD004229/1,HD004229,Neapolis*,Neapolis,639008,['Neapolis'],37.965759,31.481278,Neapolis,Y,,,Pleiades,,,certain,,,,,,
8987,HD004235/1,HD004235,Emerita,Emerita,256155,,38.9160965,-6.340100667,Emerita Augusta,,,,Pleiades,,,certain,,,,,,
9062,HD004282/1,HD004282,Brixellum,Brixellum,383602,['Brixellum'],44.9002895,10.51527755,Brixellum,Y,,,Pleiades,,,certain,,,,,,
9099,HD004306/1,HD004306,Camunnus*,Camunnus,383608,,45.922988,10.2011472,Camunni,,,,Pleiades,,,certain,,,,,,
9120,HD004318/1,HD004318,Calabro domo Lypias!,Calabro Lypias,442642,,40.352152,18.172425,Lupia(e),,,"Ancient Calabria contains Southern Apulia, Then this should fit.",Pleiades,,,certain,,,,,,
9159,HD004341/2,HD004341,Campanus,Campanus,432743,,41.00445619,14.16583956,Campanus Ager,,,,Pleiades,,,wild guess,,,,,,
9240,HD004390/1,HD004390,Civis Belalitanus,Belalitanus,314900,,36.764997,9.257906,Belalis Maior,,,,Pleiades,,,certain,,,,,,
9250,HD004396/1,HD004396,Iader,Iader,197312,['Iader'],44.115501,15.223778,Iader,Y,,,Pleiades,,,certain,,,,,,
9271,HD004402/1,HD004402,Foro* Iulio+,Foro Iulio,157836,,43.4328295,6.7360345,Col. Forum Iulii,,Forum Iulii,,Pleiades,46.091866,13.4333385,uncertain (another good variant exists),https://pleiades.stoa.org/places/187386,Iliturgi,,37.968343,-3.80883,https://pleiades.stoa.org/places/265924
9289,HD004410/1,HD004410,Parma*,Parma,383737,['Parma'],44.801507,10.327967,Parma,Y,,,Pleiades,,,certain,,,,,,
9304,HD004420/1,HD004420,Ituraius (= Ituraeus),Ituraeus,162335,,,,Iturium/Sturium (Island),,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
9374,HD004451/1,HD004451,Saguntinus,Saguntinus,256412,,36.552106,-5.834164,Saguntia,,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
9399,HD004467/1,HD004467,Addouiesis,Addouiesis,383543,,45.134444,9.881667,Addua (River),,,,Pleiades,,,wild guess,,,,,,
9421,HD004477/1,HD004477,Pelagonia,Pelagonia,481952,['Pelagonia'],41.313278,21.610691,Pelagonia,Y,,,Pleiades,,,certain,,,,,,
9423,HD004479/1,HD004479,Verona,Verona,383816,['Verona'],45.44212955,10.99573601,Verona,Y,,,Pleiades,,,certain,,,,,,
9429,HD004481/1,HD004481,Pompeianus+*,Pompeianus,138519,,44.437149,0.183037,Pompeiacum/Vernemetis,,Pompeii,,Pleiades,40.74941,14.485429,uncertain (another good variant exists),https://pleiades.stoa.org/places/433032,,,,,
9458,HD004496/1,HD004496,Placentia*,Placentia,383741,['Placentia'],45.0525855,9.6976645,Placentia,Y,,,Pleiades,,,certain,,,,,,
9495,HD004515/1,HD004515,Bononia,Bononia,393421,"['Felsina', 'Bononia']",44.4945737,11.3455467,Felsina/Bononia,Y,,,Pleiades,,,certain,,,,,,
9496,HD004516/1,HD004516,[---]tius,[---]tius,,,,,,,,Adela Review,,,,,,,,,,
9507,HD004521/1,HD004521,Mevaniola,Mevaniola,413201,['Mevaniola'],43.983123,11.903398,Mevaniola,Y,,,Pleiades,,,certain,,,,,,
9508,HD004522/1,HD004522,civis+ Trever+,Trever,109390,,49.75356779,6.379439164,Treveri,Y,,,Pleiades,,,certain,,,,,,
9511,HD004524/1,HD004524,Arimini,Arimini,393379,,44.0589565,12.5631945,Ariminum,,,,Pleiades,,,certain,,,,,,
9516,HD004527/2,HD004527,Noraceus+,Noraceus,619221,,38.2719285,34.3745905,Nora/Neroassos,,,,Pleiades,,,wild guess,,,,,,
9517,HD004527/3,HD004527,Tucalleus,Tucalleus,266070,"['Tucci', 'Col. Augusta Gemella']",37.722761,-3.966243,Tucci/Col. Augusta Gemella,,,,Pleiades,,,uncertain (another good variant exists),,,,,,
9521,HD004528/1,HD004528,domo Roma,Roma,423025,['Roma'],41.891775,12.486137,Roma,Y,,,Pleiades,,,certain,,,,,,
9561,HD004548/1,HD004548,natione Aquincense+*,Aquincense,197130,,47.564075,19.049522,Aquincum,,,,Pleiades,,,certain,,,,,,
9580,HD004558/1,HD004558,Iuvavo*,Iuvavo,187432,,47.7991735,13.0455165,Iuvavum,,,,Pleiades,,,certain,,,,,,
9602,HD004567/1,HD004567,Tergeste*,Tergeste,187578,['Tergeste'],45.649148,13.7717,Tergeste,Y,,,Pleiades,,,certain,,,,,,
9609,HD004571/1,HD004571,Narbonensis,Narbonensis,148141,['Narbonensis'],44.11164923,4.676669374,Narbonensis (region),Y,,,Pleiades,,,certain,,,,,,
9621,HD004576/1,HD004576,Astypalae*,Astypalae,599535,,36.547366,26.35142,Astypalaia,,Astypalaia (Island),,Pleiades,36.57888616,26.36489173,uncertain (another good variant exists),599536,,,,,
9633,HD004583/1,HD004583,Frentranus,Frentranus,432849,,42.01191703,14.68959784,Frentrani,,,,Pleiades,,,certain,,,,,,
9635,HD004585/1,HD004585,Avennio*,Avennio,148004,['Avennio'],43.950668,4.806612,Avennio,Y,,,Pleiades,,,certain,,,,,,
9640,HD004588/1,HD004588,Camunnus*,Camunnus,383608,,45.922988,10.2011472,Camunni,,,,Pleiades,,,certain,,,,,,
9643,HD004591/1,HD004591,Tolosa*,Tolosa,246694,['Tolosa'],43.604175,1.443246,Tolosa,Y,,,Pleiades,,,certain,,,,,,
9648,HD004594/1,HD004594,Savaria*,Savaria,197498,['Savaria'],47.235142,16.62192,Savaria,Y,,,Pleiades,,,certain,,,,,,
9659,HD004600/1,HD004600,[---]a Ara,[---]a Ara,,,,,,,,Adela Review,,,,,,,,,,
9734,HD004642/1,HD004642,civis Suebus Nicrensis*,Suebus Nicrensis,118813,,49.47416,8.614162,Lopodunum,,Suebi Nicretes,,Pleiades,49.52791961,8.479373162,certain,https://pleiades.stoa.org/places/118982,,,,,
9735,HD004642/2,HD004642,civis Suebus Nicrensis*,Suebus Nicrensis,118813,,49.47416,8.614162,Lopodunum,,Suebi Nicretes,,Pleiades,49.52791961,8.479373162,certain,https://pleiades.stoa.org/places/118982,,,,,
9764,HD004657/1,HD004657,Thusdritanus+,Thusdritanus,324835,,35.2960575,10.707584,Thydrus,,,,Pleiades,,,certain,,,,,,
9790,HD004675/1,HD004675,Luna,Luna,403235,['Luna'],44.064253,10.016856,Luna,Y,,,Pleiades,,,certain,,,,,,
9810,HD004684/1,HD004684,natione Saleta+,Saleta,109317,,48.895055,8.106201,Saletio,,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
9878,HD004732/2,HD004732,Viruno*,Viruno,197583,,46.6996149,14.3647773,Virunum,Y,,,Pleiades,,,certain,,,,,,
9892,HD004741/1,HD004741,Icositanus*,Icositanus,270321,,,,Icositani,,,,Pleiades,,,certain,,,,,,
10010,HD004807/1,HD004807,Volubilitanus,Volubilitanus,275740,,34.07287467,-5.554868565,Volubilis,,,,Pleiades,,,certain,,,,,,
10015,HD004810/1,HD004810,Volubilitanus,Volubilitanus,275740,,34.07287467,-5.554868565,Volubilis,,,,Pleiades,,,certain,,,,,,
10165,HD004826/1,HD004826,natione* Hispanus,Hispanus,530036687,,40,-5,Hispania Citerior (Province),,,,Pleiades,,,certain,,,,,,
10185,HD004841/1,HD004841,Ulisitanus,Ulisitanus,256499,['Ulia'],37.648657,-4.698889,Ulia (Fidentia),,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
10200,HD004853/1,HD004853,Cremona,Cremona,383628,['Cremona'],45.133639,10.026149,Cremona,Y,,,Pleiades,,,certain,,,,,,
10211,HD004855/9,HD004855,Aquileiensis,Aquileiensis,187290,,45.768945,13.3677735,Aquileia,,,,Pleiades,,,certain,,,,,,
10212,HD004855/10,HD004855,Aquileiensis,Aquileiensis,187290,,45.768945,13.3677735,Aquileia,,,,Pleiades,,,certain,,,,,,
10213,HD004855/11,HD004855,Aquileiensis,Aquileiensis,187290,,45.768945,13.3677735,Aquileia,,,,Pleiades,,,certain,,,,,,
10215,HD004855/13,HD004855,Aquileiensis,Aquileiensis,187290,,45.768945,13.3677735,Aquileia,,,,Pleiades,,,certain,,,,,,
10216,HD004855/14,HD004855,Aquileiensis,Aquileiensis,187290,,45.768945,13.3677735,Aquileia,,,,Pleiades,,,certain,,,,,,
10208,HD004855/6,HD004855,Breucus,Breucus,197179,,45.5,16.5,Breuci,,,,Pleiades,,,certain,,,,,,
10210,HD004855/8,HD004855,Emoniensis,Emoniensis,197258,,46.051425,14.505963,Emona,,,,Pleiades,,,certain,,,,,,
10214,HD004855/12,HD004855,Emoniensis,Emoniensis,197258,,46.051425,14.505963,Emona,,,,Pleiades,,,certain,,,,,,
10241,HD004867/1,HD004867,Costobius+,Costobius,216778,,47.17586041,27.97412332,Costoboci,,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
10242,HD004868/1,HD004868,civis Tolosianus,Tolosianus,246694,['Tolosa'],43.604175,1.443246,Tolosa,,,,Pleiades,,,certain,,,,,,
10363,HD004939/1,HD004939,Savaria*,Savaria,197498,['Savaria'],47.235142,16.62192,Savaria,Y,,,Pleiades,,,certain,,,,,,
10530,HD005031/1,HD005031,natione* Thracia+ Ulpia Tonzo,Thracia Ulpia Tonzo,501525,,41.59620026,23.79580398,Nicopolis ad Nestum/Ulpia Nicopoliis,,,,Pleiades,,,certain,,,,,,
10616,HD005115/2,HD005115,Corinthum (= Corintho),Corintho,570182,,37.90632916,22.88084139,Corinthus/Korinthos,,,,Pleiades,,,certain,,,,,,
10650,HD005151/1,HD005151,Urcitano+ ex Hispania* citerio,Urcitano Hispania citerio,266085,,36.913021,-2.450598,Urci?,,Urcitanus Sinus,Source less than certain,Pleiades,36.5,-2.5,uncertainty is in the latlong source,https://pleiades.stoa.org/places/266086,,,,,
10651,HD005160/1,HD005160,Tergeste,Tergeste,187578,['Tergeste'],45.649148,13.7717,Tergeste,Y,,,Pleiades,,,certain,,,,,,
10655,HD005163/1,HD005163,Opitergi,Opitergi,393459,,45.781212,12.493677,Opitergium,,,,Pleiades,,,certain,,,,,,
10659,HD005166/1,HD005166,Belluno*,Belluno,187311,,46.140031,12.217395,Bellunum,,,,Pleiades,,,certain,,,,,,
10666,HD005169/1,HD005169,Acelae (= Acele),Acele,393357,,45.79655645,11.9134537,Acelum,,,,Pleiades,,,certain,,,,,,
10670,HD005172/1,HD005172,Acele,Acele,393357,,45.79655645,11.9134537,Acelum,,,,Pleiades,,,certain,,,,,,
10672,HD005175/1,HD005175,Tridente,Tridente,383804,,46.0667685,11.119135,Trident(i)um,,,,Pleiades,,,certain,,,,,,
10743,HD005228/1,HD005228,natione Aegyptus*,Aegyptus,766,['Aegyptus'],31.201435,29.909773,Aegyptus (Roman imperial province),,,,Pleiades,,,certain,,,,,,
10749,HD005231/1,HD005231,natione Delmata+*,Delmata,197243,,43.68609093,16.79639644,Delmatae,,,,Pleiades,,,certain,,,,,,
11065,HD005641/1,HD005641,Foro Iuli,Foro Iuli,157836,,43.4328295,6.7360345,Col. Forum Iulii,,Forum Iulii,,Pleiades,46.091866,13.4333385,uncertain (another good variant exists),https://pleiades.stoa.org/places/187386,Iliturgi,,37.968343,-3.80883,https://pleiades.stoa.org/places/265924
11295,HD005686/1,HD005686,Luco+ Augusti*,Luco Augusti,236525,,43.0106145,-7.5570105,Lucus Augusti,,,,Pleiades,,,certain,,,,,,
11394,HD005797/1,HD005797,Forum* Claudi*,Forum Claudi,167859,,46.100848,7.073918,Octodurus/Forum Claudii Vallensium,,Axima/Forum Claudii Ceutronum,,Pleiades,45.556944,6.653224,uncertain (another good variant exists),https://pleiades.stoa.org/places/167663,,,,,
11427,HD005818/1,HD005818,Virunum,Virunum,197583,['Virunum'],46.6996149,14.3647773,Virunum,Y,,,Pleiades,,,certain,,,,,,
11469,HD005845/4,HD005845,Britto*,Britto,981513,,51.513335,-0.088949,Britannia (Province),,,,Pleiades,,,certain,,,,,,
11468,HD005845/3,HD005845,Piceno*,Piceno,413253,,43.39696216,13.36807002,Picenum (Region),,,,Pleiades,,,certain,,,,,,
11587,HD005881/1,HD005881,Macedon,Macedon,981531,,42.5,22.5,Macedonia (Roman province),,,,Pleiades,,,certain,,,,,,
11611,HD005920/6,HD005920,Antiochia*,Antiochia,912872,"['Jebel Khayabir', 'Alexandria', 'Antiochia', 'Spasinou Charax', 'Karkh Maisan', '[Astarabad Ardashir]']",30.719479,47.561886,Jebel Khayabir/Alexandria?/Antiochia?/Spasinou Charax?/Karkh Maisan?/[Astarabad Ardashir]?,Y,,,Pleiades,,,uncertain (another good variant exists),,,,,,
11628,HD005959/2,HD005959,Heraclea*,Heraclea,844944,['Heraclea'],41.28325533,31.41741367,Heraclea,Y,,,Pleiades,,,certain,,,,,,
11744,HD006083/1,HD006083,domo* Aelia* Capitolina,Aelia Capitolina,687928,,31.776679,35.234156,Ierusalem/Hierosolyma/Col. Aeilia Capitolina,,,,Pleiades,,,certain,,,,,,
11752,HD006086/1,HD006086,Parthus Anazarbaeus,Parthus Anazarbaeus,658378,,37.256021,35.898447,Anazarbos/Caesarea/Ioustin(ian)oupolis,,,,Pleiades,,,wild guess,,,,,,
11755,HD006087/1,HD006087,domo+ [---]a,[---]a,,,,,,,,Adela Review,,,,,,,,,,
11848,HD006254/1,HD006254,civis Arabus Bataneus*?,Arabus Bataneus,678053,,32.498337,35.163397,Batanaia,,Batanaia/Basanitis,,Pleiades,32.87549515,36.20481221,uncertain (another good variant exists),678054,,,,,
11878,HD006267/1,HD006267,Sirmiensi*,Sirmiensi,383781,,45.492485,10.60805,Sirmio,,Sirmium,,Pleiades,44.966447,19.610106,uncertain (another good variant exists),https://pleiades.stoa.org/places/207447,,,,,
11914,HD006297/1,HD006297,Philadelphia,Philadelphia,737008,,29.453786,31.08033,Philadelphia,,Philadelpheia,,Pleiades,38.35037355,28.516621,uncertain (another good variant exists),https://pleiades.stoa.org/places/550822,Philadelpheia?,,36.622766,33.0250915,https://pleiades.stoa.org/places/648736
11925,HD006310/1,HD006310,Viennae,Viennae,128537,,48.211345,16.373946,Vindobona,,Col. Vienna,,Pleiades,45.5245105,4.875982,uncertain (another good variant exists),https://pleiades.stoa.org/places/167719,,,,,
12056,HD006493/1,HD006493,natione Britanicianus+,Britanicianus,981513,,51.513335,-0.088949,Britannia (Province),,,,Pleiades,,,certain,,,,,,
12073,HD006510/1,HD006510,natione* Italo*,Italo,1052,,43.6941505,11.0949512,Italia,,,,Pleiades,,,certain,,,,,,
12084,HD006522/1,HD006522,Uxamensis*,Uxamensis,246721,,41.5750018,-3.0947549,Uxama (Argaela),,,,Pleiades,,,certain,,,,,,
12090,HD006535/1,HD006535,Aelio,Aelio,324657,,35.4232,10.437678,Aelia?,,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
12165,HD006642/1,HD006642,ex provincia Baetica Tuccitanus,provincia Baetica Tuccitanus,266070,,37.722761,-3.966243,Tucci/Col. Augusta Gemella,,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
12255,HD006719/1,HD006719,domo* Nicopoli* Syriae+*,Nicopoli Syriae,658547,,37.0262595,36.6325185,Nicopolis,,,,Pleiades,,,certain,,,,,,
12330,HD006780/1,HD006780,Faventia,Faventia,393420,['Faventia'],44.286236,11.883507,Faventia,Y,,,Pleiades,,,certain,,,,,,
12370,HD006806/4,HD006806,domo+? Ancyra*,Ancyra,619103,['Ancyra'],39.9437925,32.859333,Ancyra,Y,,,Pleiades,,,certain,,,,,,
12419,HD006830/1,HD006830,domo Nicia (= Nicaea),Nicaea,157894,['Nicaea'],43.703436,7.266233,Nicaea,Y,,,Pleiades,,,certain,,,,,,
12503,HD006867/1,HD006867,Patriciensis,Patriciensis,256128,,37.884683,-4.779171,Corduba/col. Patricia,,,,Pleiades,,,certain,,,,,,
12579,HD006908/1,HD006908,natione* Libycus*?,Libycus,716588,,31.5,26.5,Libya,,,,Pleiades,,,certain,,,,,,
12714,HD007148/1,HD007148,Iuliensis,Iuliensis,256232,,37.44811,-6.363638,(I)Tucci,,*Maiboza/Iulia,,Pleiades,38.681059,27.928538,wild guess,https://pleiades.stoa.org/places/550707,,,,,
12718,HD007151/1,HD007151,Damanitanus+,Damanitanus,252197,,,,Damania,,,,Pleiades,,,wild guess,,,,,,
12726,HD007166/1,HD007166,Gallecus+*?,Gallecus,992075,,47.5,-2.5,Galliae,,,,Pleiades,,,wild guess,,,,,,
12752,HD007243/1,HD007243,Osquensis*,Osquensis,265805,,36.88614,-4.540804,Ascua/Osqua,,,,Pleiades,,,certain,,,,,,
12756,HD007251/1,HD007251,Antiochia*?,Antiochia,912872,"['Jebel Khayabir', 'Alexandria', 'Antiochia', 'Spasinou Charax', 'Karkh Maisan', '[Astarabad Ardashir]']",30.719479,47.561886,Jebel Khayabir/Alexandria?/Antiochia?/Spasinou Charax?/Karkh Maisan?/[Astarabad Ardashir]?,Y,,,Pleiades,,,uncertain (another good variant exists),,,,,,
12812,HD007403/1,HD007403,natione* Aegyptus,Aegyptus,766,['Aegyptus'],31.201435,29.909773,Aegyptus (Roman imperial province),,,,Pleiades,,,certain,,,,,,
12814,HD007409/1,HD007409,Galata,Galata,216814,['Galata'],43.170087,27.938903,Galata,Y,,,Pleiades,,,certain,,,,,,
12973,HD007536/2,HD007536,Uliensis,Uliensis,256499,['Ulia'],37.648657,-4.698889,Ulia (Fidentia),,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
13016,HD007554/1,HD007554,Vadiniensi,Vadiniensi,236707,,43.08489112,-5.06492561,Vadinienses,,,,Pleiades,,,certain,,,,,,
13198,HD007778/1,HD007778,Lepido Regio,Lepido Regio,383755,,44.698137,10.630721,Regium Lepidum,,,,Pleiades,,,certain,,,,,,
13308,HD007914/1,HD007914,domo+ Aequo+,Aequo,197095,,43.739278,16.655704,Aequum,,,what is the findspot - is this Aequo Dalmatiae like below?,Pleiades,,,certain,,,,,,
13314,HD007917/3,HD007917,Salonis*,Salonis,197488,,43.539561,16.483426,Salona,,,,Pleiades,,,certain,,,,,,
13330,HD007944/1,HD007944,colonia*? CARAS,colonia CARAS,246290,,43.341945,-1.061139,Carasa,,Carassura,,Pleiades,42.24056265,25.38427025,wild guess,https://pleiades.stoa.org/places/216750,,,,,
13522,HD008142/1,HD008142,Lepci Magna*,Lepci Magna,344448,,32.6379575,14.291378,Neapolis/Lepcis Magna,,,,Pleiades,,,certain,,,,,,
13531,HD008146/1,HD008146,Emona?,Emona,197258,['Emona'],46.051425,14.505963,Emona,Y,,,Pleiades,,,certain,,,,,,
13533,HD008149/1,HD008149,Amphipoli*?,Amphipoli,501347,,40.82581148,23.84157943,Amphipolis,,,,Pleiades,,,certain,,,,,,
13564,HD008182/1,HD008182,Apro,Apro,501326,,41.25,24.25,Ad Duodecimum,,Apros,,Pleiades,,,uncertain (another good variant exists),507367,,,,,
13567,HD008185/1,HD008185,Arcobriga+*,Arcobriga,246183,['Arcobriga'],41.29592783,-2.138076951,Arcobriga,Y,,,Pleiades,,,certain,,,,,,
13591,HD008218/2,HD008218,G(---)?,G(---),,,,,,,,Adela Review,,,,,,,,,,
13590,HD008218/1,HD008218,Risiniensis*?,Risiniensis,197471,,42.514718,18.694988,Rhizon/Risinium,,,,Pleiades,,,certain,,,,,,
13614,HD008242/1,HD008242,domo Brixia,Brixia,383603,['Brixia'],45.539773,10.223135,Brixia,Y,,,Pleiades,,,certain,,,,,,
13630,HD008266/1,HD008266,domo* municipio* A[---]C(---),municipio A[---]C(---),315084,,36.532162,9.884781,Municipium Aurelium Commodianum/Thibiuca?,,,,Pleiades,,,wild guess,,,,,,
13737,HD008446/1,HD008446,Volsinis,Volsinis,413389,,42.6482181,11.9851699,Volsinii,,,,Pleiades,,,certain,,,,,,
13800,HD008584/5,HD008584,natione Prugia,Prugia,511362,,40.25848915,28.24892183,Phrygia,,Phrygia,,Pleiades,38.7830401,30.47301142,uncertain (another good variant exists),https://pleiades.stoa.org/places/609502,Phrygia,,37.5,32.5,https://pleiades.stoa.org/places/981543
13803,HD008584/8,HD008584,natione* Punica,Punica,433010,,42.034335,11.854427,Panapio/Punicum,,Pincus,,Pleiades,44.760588,21.510941,uncertain (another good variant exists),https://pleiades.stoa.org/places/207345,,,,,
13802,HD008584/7,HD008584,nationi (= natione) Smurnaeus,Smurnaeus,550893,,38.41719605,27.141387,Smyrna/Eurydikeia,,,,Pleiades,,,certain,,,,,,
13799,HD008584/4,HD008584,nationi (= natione) Tebaeus,Tebaeus,172154,,,,Tebavii,,,,Pleiades,,,certain,,,,,,
13801,HD008584/6,HD008584,natione verna,,167964,,45.776152,5.281057,Vernas,,,,Pleiades,,,wild guess,,,,,,
13894,HD008687/1,HD008687,Astigitanus,Astigitanus,255996,,37.540932,-5.079949,Astigi/Col. Augusta Firma,,,,Pleiades,,,certain,,,,,,
13971,HD008805/1,HD008805,Citio,Citio,707534,,34.9211821,33.63198141,Kition,,Citium,,Pleiades,,,uncertain (another good variant exists),123082,,,,,
13993,HD008844/1,HD008844,Foro Iulii*,Foro Iulii,157836,,43.4328295,6.7360345,Col. Forum Iulii,,Forum Iulii,,Pleiades,46.091866,13.4333385,uncertain (another good variant exists),https://pleiades.stoa.org/places/187386,Iliturgi,,37.968343,-3.80883,https://pleiades.stoa.org/places/265924
14020,HD008936/1,HD008936,Orretano*,Orretano,265989,,38.63781909,-3.688403555,Oretania/Oretani,,,,Pleiades,,,wild guess,,,,,,
14028,HD008945/1,HD008945,Cemeneli*,Cemeneli,157834,,43.7194725,7.2758295,Cemenelum,,,,Pleiades,,,certain,,,,,,
14195,HD009233/8,HD009233,Batava*,Batava,118590,,48.573506,13.463921,Batavi,,,,Pleiades,,,certain,,,,,,
14193,HD009233/6,HD009233,Batavus*,Batavus,118590,,48.573506,13.463921,Batavi,,,,Pleiades,,,certain,,,,,,
14207,HD009235/1,HD009235,Macedon,Macedon,981531,,42.5,22.5,Macedonia (Roman province),,,,Pleiades,,,certain,,,,,,
14232,HD009260/1,HD009260,Solva*,Solva,197519,['Solva'],47.795813,18.7392875,Solva,Y,,,Pleiades,,,certain,,,,,,
14282,HD009316/1,HD009316,Aesonensis*,Aesonensis,246147,,42.117837,1.0440565,Aeso,,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
14383,HD009419/1,HD009419,Hutri?,Hutri,217033,,43.641651,24.728167,Utus,,,,Pleiades,,,wild guess,,,,,,
14396,HD009428/4,HD009428,[---]opunti[--]?,[---]opunti[--],,,,,,,,Adela Review,,,,,,,,,,
14402,HD009433/1,HD009433,domo Ta[-]ncia Norbana,Ta[-]ncia Norbana,442691,,40.96706605,17.11590245,Norba,,,,Pleiades,,,certain,,,,,,
