,id,hd_nr,origo,origo_clean,pleiades_id,pleiades_title_list,pleiades_Latitude,pleiades_Longitude,pleiades_title
31023,HD031267/2,HD031267,Antiochia,Antiochia,912872.0,"['Jebel Khayabir', 'Alexandria', 'Antiochia', 'Spasinou Charax', 'Karkh Maisan', '[Astarabad Ardashir]']",30.719479,47.561886,Jebel Khayabir/Alexandria?/Antiochia?/Spasinou Charax?/Karkh Maisan?/[Astarabad Ardashir]?
31024,HD031268/1,HD031268,Ostipponensis*,Ostipponensis,,,,,
31028,HD031270/2,HD031270,Cirta*,Cirta,305064.0,"['Cirta', 'Constantina']",36.3681146667,6.61330266667,Cirta/Constantina
31029,HD031271/1,HD031271,Olaurensis,Olaurensis,,,,,
31031,HD031274/1,HD031274,Olaurensis+*,Olaurensis,,,,,
31034,HD031277/1,HD031277,Ventipponensis+*,Ventipponensis,,,,,
31053,HD031293/1,HD031293,Celeia*,Celeia,197206.0,['Celeia'],46.219721,15.27184,Celeia
31099,HD031331/1,HD031331,Ostipponensis+*,Ostipponensis,,,,,
31107,HD031337/1,HD031337,Cordubensis,Cordubensis,,,,,
31111,HD031340/1,HD031340,Ostipponensis*,Ostipponensis,,,,,
31115,HD031343/1,HD031343,Ostipponensis+*,Ostipponensis,,,,,
31120,HD031347/1,HD031347,de patria Artacia de vico Calso,de patria Artacia de vico Calso,,,,,
31187,HD031400/1,HD031400,Cedripponensis,Cedripponensis,,,,,
31197,HD031407/1,HD031407,Lingauster,Lingauster,,,,,
31215,HD031416/1,HD031416,Dardanus+,Dardanus,,,,,
31342,HD031487/1,HD031487,Ventipponensis*,Ventipponensis,,,,,
31376,HD031512/1,HD031512,Brixsia (= Brixia),Brixia,383603.0,['Brixia'],45.539773,10.223135,Brixia
31380,HD031515/1,HD031515,Breuchus,Breuchus,,,,,
31441,HD031556/1,HD031556,Tispitana,Tispitana,,,,,
31476,HD031574/1,HD031574,Graccuri*,Graccuri,,,,,
31477,HD031577/1,HD031577,Tispitanus,Tispitanus,,,,,
31580,HD031659/1,HD031659,Ravenna,Ravenna,393480.0,['Ravenna'],44.415718,12.196604,Ravenna
31598,HD031671/2,HD031671,domu Ostia,Ostia,422995.0,['Ostia'],41.754855,12.287656,Ostia
31637,HD031702/1,HD031702,domo Girba ex Africa,Girba Africa,,,,,
31707,HD031755/1,HD031755,Caesara Augusta* (= Caesaraugusta),Caesara Caesaraugusta,,,,,
31723,HD031764/1,HD031764,Isaura,Isaura,648651.0,"['Isaura', 'Leontopolis']",37.1903530979,32.3535445983,Isaura (Nova)/Leontopolis
31744,HD031775/1,HD031775,Tispitanus*,Tispitanus,,,,,
31754,HD031785/1,HD031785,e Ratiaria,e Ratiaria,,,,,
31797,HD031810/1,HD031810,domo Africa Sufetula*,Africa Sufetula,,,,,
31805,HD031814/1,HD031814,Obulculensis+*?,Obulculensis,,,,,
31834,HD031835/1,HD031835,Carrucensis+*?,Carrucensis,,,,,
31928,HD031896/1,HD031896,domo Roma,Roma,423025.0,['Roma'],41.891775,12.486137,Roma
31952,HD031910/1,HD031910,Astigitanus,Astigitanus,,,,,
31969,HD031925/1,HD031925,Onigitanus,Onigitanus,,,,,
31973,HD031928/1,HD031928,Anticarienisis,Anticarienisis,,,,,
31975,HD031931/1,HD031931,Nescaniensis*,Nescaniensis,,,,,
31979,HD031934/1,HD031934,Carulensis,Carulensis,,,,,
31983,HD031937/1,HD031937,Astigitanus*,Astigitanus,,,,,
32054,HD031980/1,HD031980,Narbone*,Narbone,,,,,
32056,HD031981/1,HD031981,domo Prhygia+ (= Phrygia+),Phrygia,585947.0,['Phrygia'],,,Phrygia
32108,HD032008/1,HD032008,Viruno,Viruno,,,,,
32143,HD032025/1,HD032025,Ἀντιοχέος τῆς πρὸς Δάφνην,Ἀντιοχέος τῆς πρὸς Δάφνην,,,,,
32195,HD032068/1,HD032068,Araviscus! (= Eraviscus),Eraviscus,,,,,
32268,HD032116/1,HD032116,domu Savaria,Savaria,197498.0,['Savaria'],47.235142,16.62192,Savaria
32280,HD032128/1,HD032128,natione Raetus*,Raetus,,,,,
32287,HD032134/1,HD032134,domo [---],[---],,,,,
32311,HD032165/1,HD032165,Augusta* Firma*,Augusta Firma,,,,,
32360,HD032212/1,HD032212,Sirmio*,Sirmio,383781.0,['Sirmio'],45.492485,10.60805,Sirmio
32363,HD032215/1,HD032215,ex regione Bassianensi*, Bassianensi,,,,,
32372,HD032240/1,HD032240,Patriciensis*,Patriciensis,,,,,
32380,HD032252/1,HD032252,Obulculensis+?,Obulculensis,,,,,
32400,HD032276/1,HD032276,domo+? Axati+,Axati,256002.0,['Axati'],37.659304,-5.526244,Axati
32453,HD032314/7,HD032314,natione Italus,Italus,,,,,
32471,HD032316/10,HD032316,Pautalia*,Pautalia,481949.0,['Pautalia'],42.281134,22.688244,Pautalia
32472,HD032316/11,HD032316,Sarmizegetusa*,Sarmizegetusa,207425.0,['Sarmizegetusa'],45.669615,23.323961,Sarmizegetusa (Regia)
32473,HD032316/12,HD032316,Sarmizegetusa*,Sarmizegetusa,207425.0,['Sarmizegetusa'],45.669615,23.323961,Sarmizegetusa (Regia)
32474,HD032316/13,HD032316,Ampelo*?,Ampelo,,,,,
32475,HD032316/14,HD032316,Sirmii*,Sirmii,,,,,
32476,HD032316/15,HD032316,castris*,castris,,,,,
32477,HD032316/16,HD032316,Ratiaria*,Ratiaria,207376.0,['Ratiaria'],43.813575,22.9122725,Ratiaria
32478,HD032316/17,HD032316,Iader+*?,Iader,197312.0,['Iader'],44.115501,15.223778,Iader
32479,HD032316/18,HD032316,castris*,castris,,,,,
32480,HD032316/19,HD032316,Scupis*,Scupis,,,,,
32481,HD032316/20,HD032316,Scupis*,Scupis,,,,,
32482,HD032316/21,HD032316,Sarmizegetusa+*?,Sarmizegetusa,207425.0,['Sarmizegetusa'],45.669615,23.323961,Sarmizegetusa (Regia)
32484,HD032316/23,HD032316,Ratiaria*,Ratiaria,207376.0,['Ratiaria'],43.813575,22.9122725,Ratiaria
32485,HD032316/24,HD032316,Scupis*,Scupis,,,,,
32486,HD032316/25,HD032316,Ratiaria*,Ratiaria,207376.0,['Ratiaria'],43.813575,22.9122725,Ratiaria
32487,HD032316/26,HD032316,Ratiaria*,Ratiaria,207376.0,['Ratiaria'],43.813575,22.9122725,Ratiaria
32488,HD032316/27,HD032316,Ratiaria*,Ratiaria,207376.0,['Ratiaria'],43.813575,22.9122725,Ratiaria
32489,HD032316/28,HD032316,Ratiaria*,Ratiaria,207376.0,['Ratiaria'],43.813575,22.9122725,Ratiaria
32490,HD032316/29,HD032316,Scupis*,Scupis,,,,,
32491,HD032316/30,HD032316,Ratiaria*,Ratiaria,207376.0,['Ratiaria'],43.813575,22.9122725,Ratiaria
32492,HD032316/31,HD032316,Ratiaria*,Ratiaria,207376.0,['Ratiaria'],43.813575,22.9122725,Ratiaria
32493,HD032316/32,HD032316,Ratiaria*,Ratiaria,207376.0,['Ratiaria'],43.813575,22.9122725,Ratiaria
32494,HD032316/33,HD032316,Ratiaria*,Ratiaria,207376.0,['Ratiaria'],43.813575,22.9122725,Ratiaria
32495,HD032316/34,HD032316,Scupis*,Scupis,,,,,
32496,HD032316/35,HD032316,Ratiaria*,Ratiaria,207376.0,['Ratiaria'],43.813575,22.9122725,Ratiaria
32497,HD032316/36,HD032316,Mursa*,Mursa,197389.0,['Mursa'],45.560018,18.675749,Mursa
32498,HD032316/37,HD032316,Ratiaria*,Ratiaria,207376.0,['Ratiaria'],43.813575,22.9122725,Ratiaria
32499,HD032316/38,HD032316,Ratiaria*,Ratiaria,207376.0,['Ratiaria'],43.813575,22.9122725,Ratiaria
32500,HD032316/39,HD032316,Scupis*,Scupis,,,,,
32501,HD032316/40,HD032316,Ratiaria*,Ratiaria,207376.0,['Ratiaria'],43.813575,22.9122725,Ratiaria
32502,HD032316/41,HD032316,Scupis*,Scupis,,,,,
32503,HD032316/42,HD032316,Scupis*,Scupis,,,,,
32504,HD032316/43,HD032316,Scupis*,Scupis,,,,,
32505,HD032316/44,HD032316,Scupis*,Scupis,,,,,
32506,HD032316/45,HD032316,Salonis*,Salonis,,,,,
32507,HD032316/46,HD032316,Nicopoli*,Nicopoli,,,,,
32508,HD032316/47,HD032316,Ratiaria*,Ratiaria,207376.0,['Ratiaria'],43.813575,22.9122725,Ratiaria
32509,HD032316/48,HD032316,Ratiaria*,Ratiaria,207376.0,['Ratiaria'],43.813575,22.9122725,Ratiaria
32510,HD032316/49,HD032316,Ratiaria*,Ratiaria,207376.0,['Ratiaria'],43.813575,22.9122725,Ratiaria
32511,HD032316/50,HD032316,Scupis*,Scupis,,,,,
32512,HD032316/51,HD032316,Scupis*,Scupis,,,,,
32513,HD032316/52,HD032316,Scupis*,Scupis,,,,,
32514,HD032316/53,HD032316,Trimontio*,Trimontio,,,,,
32515,HD032316/54,HD032316,Scupis*,Scupis,,,,,
32516,HD032316/55,HD032316,Scupis*,Scupis,,,,,
32517,HD032316/56,HD032316,Salonis*,Salonis,,,,,
32518,HD032316/57,HD032316,Scupis*,Scupis,,,,,
32519,HD032316/58,HD032316,Ratiaria*,Ratiaria,207376.0,['Ratiaria'],43.813575,22.9122725,Ratiaria
32520,HD032316/59,HD032316,Sirmii*,Sirmii,,,,,
32521,HD032316/60,HD032316,Romula*,Romula,216958.0,"['Romula', 'Malva']",44.1742125,24.3972065,Romula/Malva
32522,HD032316/61,HD032316,Ratiaria*,Ratiaria,207376.0,['Ratiaria'],43.813575,22.9122725,Ratiaria
32523,HD032316/62,HD032316,Ratiaria+*,Ratiaria,207376.0,['Ratiaria'],43.813575,22.9122725,Ratiaria
32524,HD032316/63,HD032316,Ratiaria+*,Ratiaria,207376.0,['Ratiaria'],43.813575,22.9122725,Ratiaria
32525,HD032316/64,HD032316,Trimontio*,Trimontio,,,,,
32528,HD032316/67,HD032316,Scupis*,Scupis,,,,,
32529,HD032316/68,HD032316,Eur(---),Eur(---),,,,,
32530,HD032316/69,HD032316,Ratiaria*,Ratiaria,207376.0,['Ratiaria'],43.813575,22.9122725,Ratiaria
32531,HD032316/70,HD032316,Sirmii*,Sirmii,,,,,
32532,HD032316/71,HD032316,Ratiaria*,Ratiaria,207376.0,['Ratiaria'],43.813575,22.9122725,Ratiaria
32533,HD032316/72,HD032316,Ratiaria*,Ratiaria,207376.0,['Ratiaria'],43.813575,22.9122725,Ratiaria
32534,HD032316/73,HD032316,Ratiaria*,Ratiaria,207376.0,['Ratiaria'],43.813575,22.9122725,Ratiaria
32535,HD032316/74,HD032316,Ratiaria*,Ratiaria,207376.0,['Ratiaria'],43.813575,22.9122725,Ratiaria
32536,HD032316/75,HD032316,Ratiaria*,Ratiaria,207376.0,['Ratiaria'],43.813575,22.9122725,Ratiaria
32537,HD032316/76,HD032316,Ratiaria*,Ratiaria,207376.0,['Ratiaria'],43.813575,22.9122725,Ratiaria
32538,HD032316/77,HD032316,Nicopoli*,Nicopoli,,,,,
32539,HD032316/78,HD032316,Trimontio*,Trimontio,,,,,
32540,HD032316/79,HD032316,Ratiaria*,Ratiaria,207376.0,['Ratiaria'],43.813575,22.9122725,Ratiaria
32541,HD032316/80,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32542,HD032316/81,HD032316,Scupis*,Scupis,,,,,
32543,HD032316/82,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32544,HD032316/83,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32545,HD032316/84,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32546,HD032316/85,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32547,HD032316/86,HD032316,Scupis*,Scupis,,,,,
32548,HD032316/87,HD032316,Nicopoli*,Nicopoli,,,,,
32549,HD032316/88,HD032316,Nicopoli*,Nicopoli,,,,,
32550,HD032316/89,HD032316,Traianopoli*?,Traianopoli,,,,,
32551,HD032316/90,HD032316,castris*,castris,,,,,
32552,HD032316/91,HD032316,Pautalia*,Pautalia,481949.0,['Pautalia'],42.281134,22.688244,Pautalia
32553,HD032316/92,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32555,HD032316/94,HD032316,Thessalonica*,Thessalonica,491741.0,['Thessalonica'],40.628342,22.952885,Thessalonica
32556,HD032316/95,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32557,HD032316/96,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32558,HD032316/97,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32559,HD032316/98,HD032316,Remesiana*,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32560,HD032316/99,HD032316,castris*,castris,,,,,
32561,HD032316/100,HD032316,Scupis*,Scupis,,,,,
32562,HD032316/101,HD032316,Ratiaria*,Ratiaria,207376.0,['Ratiaria'],43.813575,22.9122725,Ratiaria
32563,HD032316/102,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32564,HD032316/103,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32565,HD032316/104,HD032316,Scupis*,Scupis,,,,,
32566,HD032316/105,HD032316,Scupis*,Scupis,,,,,
32567,HD032316/106,HD032316,Pautalia*,Pautalia,481949.0,['Pautalia'],42.281134,22.688244,Pautalia
32568,HD032316/107,HD032316,S[---],S[---],,,,,
32584,HD032316/123,HD032316,Scupis+*?,Scupis,,,,,
32585,HD032316/124,HD032316,Salonis*,Salonis,,,,,
32586,HD032316/125,HD032316,Remesiana*,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32587,HD032316/126,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32588,HD032316/127,HD032316,Remesiana*,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32589,HD032316/128,HD032316,Zerna*?,Zerna,,,,,
32590,HD032316/129,HD032316,Remesiana**,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32591,HD032316/130,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32592,HD032316/131,HD032316,Ier(---),Ier(---),,,,,
32593,HD032316/132,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32608,HD032316/147,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32609,HD032316/148,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32610,HD032316/149,HD032316,Scupis*,Scupis,,,,,
32611,HD032316/150,HD032316,Nicomedia*,Nicomedia,511337.0,['Nicomedia'],40.7651905,29.919887,Nicomedia
32612,HD032316/151,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32613,HD032316/152,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32614,HD032316/153,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32615,HD032316/154,HD032316,Cap(---),Cap(---),,,,,
32616,HD032316/155,HD032316,Scupis*,Scupis,,,,,
32617,HD032316/156,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32618,HD032316/157,HD032316,Ampelo*?,Ampelo,,,,,
32619,HD032316/158,HD032316,Scupis*,Scupis,,,,,
32620,HD032316/159,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32621,HD032316/160,HD032316,Pergamo,Pergamo,,,,,
32622,HD032316/161,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32623,HD032316/162,HD032316,Sirmii*,Sirmii,,,,,
32624,HD032316/163,HD032316,Scupis*,Scupis,,,,,
32625,HD032316/164,HD032316,Scupis*,Scupis,,,,,
32627,HD032316/166,HD032316,Mursa+*,Mursa,197389.0,['Mursa'],45.560018,18.675749,Mursa
32628,HD032316/167,HD032316,[---]r(---),[---]r(---),,,,,
32629,HD032316/168,HD032316,castris*?,castris,,,,,
32630,HD032316/169,HD032316,Scupis*,Scupis,,,,,
32631,HD032316/170,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32632,HD032316/171,HD032316,Cybera*,Cybera,,,,,
32633,HD032316/172,HD032316,Salonis*,Salonis,,,,,
32634,HD032316/173,HD032316,Margi*,Margi,,,,,
32635,HD032316/174,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32636,HD032316/175,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32637,HD032316/176,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32638,HD032316/177,HD032316,Scupis*,Scupis,,,,,
32639,HD032316/178,HD032316,C(---),C(---),,,,,
32640,HD032316/179,HD032316,Scupis*,Scupis,,,,,
32641,HD032316/180,HD032316,Scupis*,Scupis,,,,,
32642,HD032316/181,HD032316,Zarmizegetusa*? (= Sarmizegetusa*?),Sarmizegetusa,207425.0,['Sarmizegetusa'],45.669615,23.323961,Sarmizegetusa (Regia)
32643,HD032316/182,HD032316,Ancyra*,Ancyra,619103.0,['Ancyra'],39.9437925,32.859333,Ancyra
32644,HD032316/183,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32645,HD032316/184,HD032316,Scupis*,Scupis,,,,,
32646,HD032316/185,HD032316,Scupis*,Scupis,,,,,
32647,HD032316/186,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32648,HD032316/187,HD032316,Scupis*,Scupis,,,,,
32649,HD032316/188,HD032316,Sirmii*,Sirmii,,,,,
32650,HD032316/189,HD032316,Scupis*,Scupis,,,,,
32651,HD032316/190,HD032316,Sirmii*,Sirmii,,,,,
32652,HD032316/191,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32653,HD032316/192,HD032316,Salonis+*,Salonis,,,,,
32658,HD032316/197,HD032316,kastris*,kastris,,,,,
32659,HD032316/198,HD032316,kastris*,kastris,,,,,
32660,HD032316/199,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32661,HD032316/200,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32662,HD032316/201,HD032316,Scupis*,Scupis,,,,,
32663,HD032316/202,HD032316,Mursa*,Mursa,197389.0,['Mursa'],45.560018,18.675749,Mursa
32664,HD032316/203,HD032316,Heraclea*,Heraclea,844944.0,['Heraclea'],41.2832553333,31.4174136667,Heraclea
32665,HD032316/204,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32666,HD032316/205,HD032316,Scupis*,Scupis,,,,,
32667,HD032316/206,HD032316,Sirmii*,Sirmii,,,,,
32668,HD032316/207,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32669,HD032316/208,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32670,HD032316/209,HD032316,Sirmii*,Sirmii,,,,,
32671,HD032316/210,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32672,HD032316/211,HD032316,Philippis*?,Philippis,,,,,
32673,HD032316/212,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32674,HD032316/213,HD032316,Remesiana*?,Remesiana,207382.0,['Remesiana'],43.214499,22.293498,Remesiana
32675,HD032316/214,HD032316,Scupis*,Scupis,,,,,
32689,HD032316/228,HD032316,T(---),T(---),,,,,
32705,HD032316/244,HD032316,Salonis+*?,Salonis,,,,,
32807,HD032390/2,HD032390,Lepcismagnensis,Lepcismagnensis,,,,,
32808,HD032390/3,HD032390,Lepcimagnensis,Lepcimagnensis,,,,,
32809,HD032390/4,HD032390,Lepcimagnensis,Lepcimagnensis,,,,,
32810,HD032390/5,HD032390,Lepcimagnensis,Lepcimagnensis,,,,,
32832,HD032409/1,HD032409,domo+ Vindobona+,Vindobona,128537.0,['Vindobona'],48.211345,16.373946,Vindobona
32840,HD032412/4,HD032412,domo* Luca,Luca,403234.0,['Luca'],43.84184,10.50703,Luca
33058,HD032553/1,HD032553,domo Mopsisto,Mopsisto,,,,,
33129,HD032616/1,HD032616,Varvaria*,Varvaria,197574.0,['Varvaria'],43.925326,15.842858,Varvaria
33335,HD032687/1,HD032687,civis Pannonia,Pannonia,197425.0,['Pannonia'],45.7490406431,16.6030583846,Pannonia
33397,HD032727/2,HD032727,domu Salonitana*,Salonitana,,,,,
33401,HD032731/1,HD032731,natione* Noricus,Noricus,,,,,
33467,HD032803/1,HD032803,Salonitanus*,Salonitanus,,,,,
33485,HD032815/1,HD032815,Pelagonia,Pelagonia,481952.0,['Pelagonia'],41.313278,21.610691,Pelagonia
33489,HD032818/1,HD032818,Beryto,Beryto,,,,,
33691,HD032950/1,HD032950,Smyrnaeus,Smyrnaeus,,,,,
33717,HD032966/4,HD032966,Neapolitanus,Neapolitanus,,,,,
33729,HD032973/1,HD032973,domo Antiochia,Antiochia,912872.0,"['Jebel Khayabir', 'Alexandria', 'Antiochia', 'Spasinou Charax', 'Karkh Maisan', '[Astarabad Ardashir]']",30.719479,47.561886,Jebel Khayabir/Alexandria?/Antiochia?/Spasinou Charax?/Karkh Maisan?/[Astarabad Ardashir]?
33790,HD033015/1,HD033015,Bracaraugusta+,Bracaraugusta,,,,,
33845,HD033045/1,HD033045,Pollentina*,Pollentina,,,,,
33846,HD033045/2,HD033045,Pollentia*,Pollentia,266004.0,['Pollentia'],39.8485931402,3.12305890133,Pollentia
34055,HD033219/1,HD033219,Iponobensis,Iponobensis,,,,,
34121,HD033267/1,HD033267,Mediolano*,Mediolano,,,,,
34164,HD033299/1,HD033299,Laurens* Lavinas,Laurens Lavinas,,,,,
34211,HD033338/1,HD033338,Laurens* Lavinas*,Laurens Lavinas,,,,,
34294,HD033386/1,HD033386,Ateste,Ateste,393382.0,['Ateste'],45.227738,11.656616,Ateste
34331,HD033421/1,HD033421,domo+ Oesco,Oesco,,,,,
34427,HD033466/6,HD033466,Cirta+*,Cirta,305064.0,"['Cirta', 'Constantina']",36.3681146667,6.61330266667,Cirta/Constantina
34428,HD033466/7,HD033466,Theveste*,Theveste,324831.0,['Theveste'],35.404174,8.1223145,Theveste
34429,HD033466/8,HD033466,Cirta*,Cirta,305064.0,"['Cirta', 'Constantina']",36.3681146667,6.61330266667,Cirta/Constantina
34430,HD033466/9,HD033466,Cirta*,Cirta,305064.0,"['Cirta', 'Constantina']",36.3681146667,6.61330266667,Cirta/Constantina
34431,HD033466/10,HD033466,Cirta*,Cirta,305064.0,"['Cirta', 'Constantina']",36.3681146667,6.61330266667,Cirta/Constantina
34432,HD033466/11,HD033466,castris*,castris,,,,,
34433,HD033466/12,HD033466,Cirta*,Cirta,305064.0,"['Cirta', 'Constantina']",36.3681146667,6.61330266667,Cirta/Constantina
34434,HD033466/13,HD033466,castris*,castris,,,,,
34435,HD033466/14,HD033466,castris*,castris,,,,,
34436,HD033466/15,HD033466,castris+*,castris,,,,,
34437,HD033466/16,HD033466,Cirta*,Cirta,305064.0,"['Cirta', 'Constantina']",36.3681146667,6.61330266667,Cirta/Constantina
34438,HD033466/17,HD033466,Karthagine*,Karthagine,,,,,
34439,HD033466/18,HD033466,castris*,castris,,,,,
34440,HD033466/19,HD033466,Cirta*,Cirta,305064.0,"['Cirta', 'Constantina']",36.3681146667,6.61330266667,Cirta/Constantina
34441,HD033466/20,HD033466,Cirta*,Cirta,305064.0,"['Cirta', 'Constantina']",36.3681146667,6.61330266667,Cirta/Constantina
34442,HD033466/21,HD033466,castris*,castris,,,,,
34446,HD033466/25,HD033466,Cirta*,Cirta,305064.0,"['Cirta', 'Constantina']",36.3681146667,6.61330266667,Cirta/Constantina
34447,HD033466/26,HD033466,Karthagine+*,Karthagine,,,,,
34448,HD033466/27,HD033466,Bagai+?,Bagai,334501.0,['Bagai'],35.534434,7.1173845,Bagai
34449,HD033466/28,HD033466,Cirta*,Cirta,305064.0,"['Cirta', 'Constantina']",36.3681146667,6.61330266667,Cirta/Constantina
34450,HD033466/29,HD033466,Cirta*,Cirta,305064.0,"['Cirta', 'Constantina']",36.3681146667,6.61330266667,Cirta/Constantina
34451,HD033466/30,HD033466,castris*,castris,,,,,
34452,HD033466/31,HD033466,castris*,castris,,,,,
34453,HD033466/32,HD033466,castris*,castris,,,,,
34454,HD033466/33,HD033466,Hadrumeto*,Hadrumeto,,,,,
34455,HD033466/34,HD033466,Cuicule*,Cuicule,,,,,
34456,HD033466/35,HD033466,Cirta,Cirta,305064.0,"['Cirta', 'Constantina']",36.3681146667,6.61330266667,Cirta/Constantina
34457,HD033466/36,HD033466,Thamugade*,Thamugade,,,,,
34458,HD033466/37,HD033466,C[---]s(---),C[---]s(---),,,,,
34459,HD033466/38,HD033466,Cuicule*,Cuicule,,,,,
34460,HD033466/39,HD033466,Theveste*,Theveste,324831.0,['Theveste'],35.404174,8.1223145,Theveste
34461,HD033466/40,HD033466,castris*,castris,,,,,
34462,HD033466/41,HD033466,Cirta*,Cirta,305064.0,"['Cirta', 'Constantina']",36.3681146667,6.61330266667,Cirta/Constantina
34463,HD033466/42,HD033466,Cirta*,Cirta,305064.0,"['Cirta', 'Constantina']",36.3681146667,6.61330266667,Cirta/Constantina
34464,HD033466/43,HD033466,Cirta*,Cirta,305064.0,"['Cirta', 'Constantina']",36.3681146667,6.61330266667,Cirta/Constantina
34465,HD033466/44,HD033466,Karthagine*,Karthagine,,,,,
34466,HD033466/45,HD033466,castris*,castris,,,,,
34467,HD033466/46,HD033466,castris+*,castris,,,,,
34468,HD033466/47,HD033466,castris*,castris,,,,,
34469,HD033466/48,HD033466,Ammaedara*,Ammaedara,324665.0,['Ammaedara'],35.564945475,8.45424035,Ammaedara
34470,HD033466/49,HD033466,castris*,castris,,,,,
34472,HD033466/51,HD033466,Ammaedara*,Ammaedara,324665.0,['Ammaedara'],35.564945475,8.45424035,Ammaedara
34473,HD033466/52,HD033466,Karthagine*,Karthagine,,,,,
34474,HD033466/53,HD033466,Cillio*,Cillio,,,,,
34475,HD033466/54,HD033466,Cirta*,Cirta,305064.0,"['Cirta', 'Constantina']",36.3681146667,6.61330266667,Cirta/Constantina
34476,HD033466/55,HD033466,Cirta*,Cirta,305064.0,"['Cirta', 'Constantina']",36.3681146667,6.61330266667,Cirta/Constantina
34477,HD033466/56,HD033466,Cirta*,Cirta,305064.0,"['Cirta', 'Constantina']",36.3681146667,6.61330266667,Cirta/Constantina
